class,specobjid,ra,dec,z,sigma_forbidden,oiii_5007_flux,nii_6584_flux,h_beta_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_eqw
GALAXY,299565543747250176,145.45408,0.039078341,0.1814355,55.42002,5.866862,27.65116,16.52235,80.32958,13.41823,5.251546,0.1941082,-22.19994
GALAXY,299572415694923776,145.3206,-0.25286139,0.05195406,54.88452,25.6267,151.7201,100.7561,390.5861,78.33469,57.55163,12.69689,-19.7645
GALAXY,299595230561200128,145.63365,0.62077958,0.1557892,155.5871,14.63298,70.80495,16.70062,84.42124,35.73972,28.12267,0.8576143,-5.33114
GALAXY,299595780317014016,145.51241,0.33917087,0.006378901,38.77341,3.656026,39.80714,35.59267,153.8173,16.52884,11.71782,1.011221,-50.91788
GALAXY,299606775433291776,145.73267,0.53403606,0.1642566,178.7983,13.84128,54.12993,16.60044,45.17073,19.91315,8.251519,14.14263,-3.549727
GALAXY,299610348846082048,145.82799,0.19321664,0.125227,64.23418,-1.049167,-0.8388855,15.56413,16.94432,4.81704,4.339784,0.7961434,-0.465649
GALAXY,299613097625151488,146.26584,1.2304246,0.006355164,51.57039,65.6298,7.334184,30.1784,108.7583,17.56748,6.205035,0.5408543,-19.4637
GALAXY,299631514444916736,146.37363,0.25553936,0.1291836,172.7781,12.37557,80.07401,15.45703,98.8429,17.13784,25.35174,6.1454,-3.3598
GALAXY,300617501128026112,148.73288,-0.76115921,0.08627161,143.0458,27.43689,123.455,64.29639,266.537,47.75138,32.6119,11.56401,-8.237713
GALAXY,300640041116395520,148.38497,-0.94142973,0.08325355,174.1295,12.9366,8.973487,6.704512,14.77887,-3.494573,3.244706,0.5745245,-0.5660154
GALAXY,300691443284994048,147.7083,0.19797583,0.3466542,41.97858,1.324885,14.68008,-0.5567588,9.778743,9.407297,2.280528,2.224724,1.01783
GALAXY,300764560808241152,148.46686,0.56135996,0.0935249,96.27401,8.080067,1.084759,1.025047,8.95709,-1.909756,1.109994,0.9460325,-0.3039357
GALAXY,300766759831496704,148.60823,0.60640483,0.07965201,52.54665,9.92093,28.64763,22.88907,83.65855,14.09423,9.180489,2.23794,-13.92153
GALAXY,300779953971030016,148.73256,0.44106498,0.2138558,1,3.266973,11.23441,-3.816779,15.22766,4.104743,3.263632,1.592356,-0.704004
GALAXY,300787100796610560,148.94854,0.5559619,0.07774719,133.6919,9.523458,61.68732,28.91679,125.2326,12.6851,13.40299,8.287637,-7.58059
GALAXY,301744226088019968,150.23136,-0.58731047,0.2689646,1,0.2900465,-7.1763,2.792082,3.574477,2.101181,0.08169267,-8.702348,-1.124081
GALAXY,301752747303135232,149.79426,-0.8594179,0.1045381,98.95837,19.22576,223.8131,79.74321,367.2041,50.6539,50.27746,7.796734,-36.59008
GALAXY,301768140465924096,149.66768,-0.77062265,0.08532126,292.3349,12.16181,7.573078,23.98626,4.213887,-1.634445,-6.146372,0.7028327,-0.1963246
GALAXY,301812670686849024,149.08699,-0.90382007,0.1377121,68.13418,6.576094,27.22048,9.071486,62.47291,10.95789,10.19781,4.224628,-9.825966
GALAXY,301819542634522624,148.66173,-1.1952299,0.108053,1,3.80514,-1.342903,8.733993,12.05705,0.2332602,-0.1457289,1.18001,-0.6730416
GALAXY,301824490436847616,149.05941,-0.020649909,0.06502754,219.01,10.8417,26.64563,24.62297,41.57663,-0.7947701,6.530975,4.980784,-0.6672865
GALAXY,301826964338010112,148.70678,-0.34464792,0.1647106,78.49796,8.844413,22.67718,7.305626,35.12659,21.7482,3.779155,-0.3333416,-2.857502
GALAXY,301873693582190592,149.86689,0.2873983,0.1692473,194.7648,6.966724,2.356163,7.414956,4.796527,17.74932,-0.8022113,1.006019,-0.3281669
GALAXY,301892110401955840,150.02696,0.51018747,0.08743683,470.4224,13.35203,-126.6476,3.118508,0,1.567699,0.7964653,1.488848,1.030063
GALAXY,301904754785675264,150.25716,0.21459792,0.09174398,86.55958,8.572221,116.0905,62.18715,340.0088,39.11444,27.53493,7.016531,-30.19857
GALAXY,302872604543313920,151.53718,-1.116275,0.155248,79.69048,5.615333,7.199515,3.1363,4.054973,13.04518,1.590306,2.74234,0.09461527
GALAXY,302916035252611072,151.32123,-0.7027315,0.08460317,91.90587,9.58744,60.86854,42.83253,141.5426,17.4383,17.55525,2.045617,-14.80695
GALAXY,302919333787494400,151.00909,-0.34292988,0.03396715,57.27392,76.33783,71.79076,87.56528,327.6885,72.63947,54.14969,10.96132,-45.98779
GALAXY,302934726950283264,150.35515,-0.88035734,0.1685575,1,1.885546,0.2245978,-6.308743,23.13638,1.398705,0.6115397,-2.767637,-1.412743
GALAXY,303005920328181760,151.60947,0.60630897,0.1772463,130.6975,9.155757,59.31527,12.61224,69.17081,0,0,-5.376286,-6.378334
GALAXY,303007569595623424,151.6547,0.63260972,0.02122282,61.74655,26.77491,215.5362,126.0947,620.7071,117.9823,81.99427,10.32225,-22.51486
GALAXY,304000428578727936,153.66558,-0.72486094,0.04497541,1,2.801849,-1.000787,4.572818,4.956156,2.348793,-1.378791,-1.432311,0.01547757
GALAXY,304038636607793152,152.66491,-0.72869677,0.0673152,102.5268,9.687499,50.27917,27.81857,143.312,27.17471,14.13729,6.620171,-10.29465
GALAXY,304044958799652864,152.57345,-0.69530912,0.06609915,116.7925,8.525123,38.74144,11.06754,82.2653,21.30778,11.86682,0.1229675,-8.256218
GALAXY,304058977572907008,152.36122,-0.36432869,0.09554072,54.82227,131.7635,183.7893,166.6342,658.9089,107.3238,79.40772,18.32275,-62.47775
GALAXY,304085365851973632,151.93398,1.0382478,0.1824053,84.27087,3.178571,18.66551,6.915094,33.51348,5.729295,2.568876,1.271573,-7.391077
GALAXY,304092787555461120,152.16343,0.93120341,0.1245439,96.11873,11.82255,29.4932,14.76213,46.38473,13.5395,12.07617,3.482475,-3.490433
GALAXY,304101583648483328,152.19552,-0.025764369,0.1846488,113.3369,7.047047,27.49336,21.36701,85.56564,9.899665,12.2455,-0.02528244,-9.673876
GALAXY,304115327543830528,152.62012,0.97907161,0.3293267,304.0378,13.45578,39.08751,4.623202,4.631667,7.727149,-5.993282,-2.362159,-2.250092
GALAXY,305139247310989312,155.08616,-0.69737975,0.07608722,84.35869,136.7672,98.00903,118.5411,470.7578,94.17623,70.23848,17.25816,-62.90116
GALAXY,305160138031917056,154.85188,-0.69880827,0.09240983,56.85874,13.83666,118.4054,86.21661,397.7743,43.4308,32.62617,6.957547,-23.31424
GALAXY,305172232659822592,154.42,-0.44650319,0.03561282,1,1.177028,-1.490433,1.801103,6.951802,4.067261,0.5599661,-0.2550981,-0.3526066
GALAXY,305201919473772544,153.89091,-0.7473786,0.06251879,322.0418,16.15893,8.255506,4.20481,4.980665,3.476152,3.245364,2.919794,-0.2607837
GALAXY,305209341177260032,153.61729,0.6648094,0.1436425,103.4425,6.11507,3.438097,-11.29446,4.327801,8.782005,6.811145,-2.035939,-0.5999998
GALAXY,305253046764464128,154.53503,0.29699225,0.09462593,92.33875,8.564629,59.35629,29.76245,142.3456,24.9059,15.31465,2.723397,-14.15157
GALAXY,305257444810975232,154.82299,0.34444255,0.0208566,92.23737,37.21103,546.7359,175.9617,1073.267,189.6156,142.4782,31.62865,-28.93156
GALAXY,305270638950508544,155.13413,0.32827599,0.1133924,38.68229,6.940909,32.93713,19.89344,85.07157,10.67356,10.47529,0.06090169,-12.14838
GALAXY,305287406502832128,155.17618,0.65540204,0.09599821,79.26976,6.783128,51.25528,29.23252,139.4615,22.65541,17.62274,3.226739,-12.52174
GALAXY,306257451609516032,156.53257,-0.74082817,0.3266588,1,2.522018,4.737794,3.06722,0.7949592,-4.998575,-0.2767379,2.211017,1.57985
GALAXY,306258551121143808,156.37311,-1.1130152,0.1583369,71.19342,7.426959,23.32043,15.8712,62.13144,12.29657,7.938251,0.9666311,-9.822836
GALAXY,306264323557189632,157.09278,-0.067301514,0.09483831,101.7447,3.096996,7.164553,10.24851,5.801328,-2.882797,0.9995872,2.716997,-0.4284844
GALAXY,306276967940909056,156.57778,-0.26165016,0.3249782,1,0.8091111,2.945706,0.0929745,4.761498,-4.352654,-3.864512,-6.280025,-0.5219808
GALAXY,306300882318813184,155.7619,-0.98487275,0.08627163,171.3869,7.200567,5.027622,0.3960018,5.9485,-2.428697,1.537049,1.748277,-0.1448549
GALAXY,306309678411835392,155.70486,-0.62060383,0.07845668,74.50356,8.129018,17.06089,7.776472,15.42925,10.53896,7.221975,1.166044,-1.160802
GALAXY,306312427190904832,155.51461,-1.089007,0.08762491,70.02935,5.496376,22.00048,16.52031,67.40873,14.70148,9.645196,3.40351,-12.112
GALAXY,306325071574624256,155.19587,-0.67800843,0.07892451,65.59724,39.26715,108.1202,68.78941,289.2249,50.02378,41.09854,8.542566,-28.42984
GALAXY,306331118888577024,154.69306,-0.45788716,0.03456711,57.71238,37.58408,110.5953,87.5024,335.6562,76.50923,52.87584,11.63389,-17.39082
GALAXY,306333867667646464,155.0383,1.0470921,0.05422853,54.24757,10.13305,30.67104,25.29688,95.73075,22.46885,12.10487,3.208083,-15.09942
GALAXY,306353109121132544,155.37208,0.15515556,0.05654917,129.0652,19.90236,91.62339,15.2562,47.04918,32.83377,19.95358,5.314837,-0.8145254
GALAXY,306360805702526976,155.66238,0.68795009,0.1995173,1,2.244962,4.952085,8.816055,8.051193,3.21543,0.9807627,1.246983,-1.135425
GALAXY,306365753504851968,155.81878,0.10336093,0.09915552,76.20773,20.87131,96.33155,71.19357,292.47,50.4528,37.87263,8.823362,-42.32629
GALAXY,306399838365313024,156.56215,0.78995119,0.1061503,52.19859,3.918724,22.84152,13.86387,67.93711,11.45136,6.775575,1.88894,-11.16221
GALAXY,306405335923451904,156.72609,0.62027004,0.07232792,48.72269,131.552,186.9395,191.2855,698.5432,140.8241,96.07014,22.71455,-64.61519
GALAXY,307393247389444096,158.21364,-0.91160822,0.1151128,76.5469,23.11087,53.35058,41.58634,175.3721,30.05181,24.21545,5.766285,-25.29687
GALAXY,307396545924327424,158.22066,-0.74328263,0.08575514,112.8917,43.82184,135.104,66.39601,362.7574,54.04525,38.74541,9.883562,-20.15359
GALAXY,307422659325487104,158.06932,-0.46452766,0.03112193,38.01495,853.1048,112.1158,329.7856,1015.161,144.0777,103.916,25.70633,-101.1457
GALAXY,307440526389438464,157.51157,-0.66939255,0.1299185,110.8328,26.61205,60.65239,43.84944,161.5496,25.02199,14.60978,3.452343,-18.3654
GALAXY,307451796383623168,156.89741,-0.75627302,0.09276517,65.09014,15.80909,29.40937,28.74273,105.4427,27.47168,14.08446,3.892697,-13.13754
GALAXY,307471862470830080,157.32984,0.97277973,0.08862168,1,-2.339489,-3.566045,-4.755059,21.91456,-0.4719588,-1.051043,-1.693174,-0.3711292
GALAXY,307487530511525888,157.76001,0.43648439,0.1175859,228.5697,6.229656,13.43379,4.18427,10.81958,1.336492,2.727571,3.394926,-0.2755085
GALAXY,307488355145246720,157.74521,0.49884872,0.02840719,36.4089,1052.379,38.78164,225.2477,716.8665,75.74384,52.12815,10.76939,-124.0203
GALAXY,307498525627803648,157.95941,0.29795707,0.1448089,111.7888,5.809685,9.37091,4.091885,17.51364,11.86857,8.821935,3.097451,-1.36965
GALAXY,308506227296462848,161.05479,-0.25133311,0.07506804,61.76725,42.73101,16.19317,7.460954,23.13554,5.407953,5.486505,-0.1334854,-1.399606
GALAXY,308512549488322560,160.33044,-1.0639291,0.02878676,42.37757,10.48112,22.22258,19.79746,74.00698,22.36068,17.72404,3.517634,-8.221275
GALAXY,308533440209250304,159.93223,-0.91731964,0.09076775,1,-0.03429153,1.887894,3.009797,2.885605,0.4897769,-6.390911,0.370813,-0.08907025
GALAXY,308536738744133632,160.40788,-0.64315518,0.136159,43.42595,0.8749691,0.76235,7.880795,4.560323,2.037979,1.345201,0.01562912,-0.2048123
GALAXY,308550482639480832,160.09753,-0.22980483,0.1131507,87.72414,11.44257,39.34656,10.4038,66.3,17.49353,12.54525,5.654948,-10.38662
GALAXY,308557904342968320,159.70146,-0.17473504,0.09494139,1,1.984522,2.721742,1.235835,2.705471,0.3067763,8.765018,2.588768,-0.1501733
GALAXY,308571923116222464,159.60371,-0.29970007,0.0930267,500,3.800841,2.497206,1.565329,-0.07211979,-3.013282,-1.936409,-0.007882037,0.07416123
GALAXY,308607657244125184,159.51477,1.0688881,0.1213736,1,1.185315,-0.2585411,1.51121,4.944152,0.1563781,-0.472198,-0.6824979,-0.8546902
GALAXY,308624424796448768,160.12735,0.37642283,0.08142698,166.508,13.68336,49.01324,9.670455,41.13459,15.49817,15.30179,6.619348,-1.105277
GALAXY,308627723331332096,160.06224,0.55699664,0.0837785,87.37313,183.7253,308.3086,189.0244,731.639,61.62276,59.67186,7.517855,-103.9867
GALAXY,308648888930166784,160.81135,0.19943777,0.114823,177.6556,55.71842,109.3625,29.89095,156.9828,32.91923,29.22533,9.390375,-7.729671
GALAXY,308669779651094528,161.08093,0.67734908,0.06481998,84.87981,79.40868,378.3915,210.8304,934.5649,143.1776,105.0763,17.50971,-63.56003
GALAXY,309627179350648832,162.70942,-0.75961315,0.03723248,45.32562,22.13008,43.64307,41.42453,146.6305,39.57206,29.37112,7.272751,-13.66314
GALAXY,309627454228555776,162.28419,-1.052108,0.05616885,49.47776,12.80361,35.05289,31.78441,114.2385,28.8373,21.20259,3.770688,-19.43135
GALAXY,309628003984369664,162.33458,-0.63617623,0.08220433,122.6969,4.273599,74.36524,31.75487,141.0106,20.60263,16.80787,6.09375,-10.45325
GALAXY,309632951786694656,162.6791,-0.41146118,0.1527089,97.56058,2.473363,10.40139,4.394717,14.56208,1.314274,1.040209,0.3611019,-1.143516
GALAXY,309651093728552960,162.24335,-0.44590089,0.1061585,102.644,6.582666,9.218141,-1.580292,25.84729,0,-43371.52,1.60691,-1.784239
GALAXY,309655491775064064,162.19973,0.1683697,0.03898765,31.43026,1.988674,6.752993,5.566,19.22881,8.968927,5.754152,-0.1523957,-5.387229
GALAXY,309660164699482112,161.72166,-0.7879328,0.07228117,1,-0.5404478,0.4930981,1.615169,3.705292,-1.193516,-0.4598578,1.19197,0.07040857
GALAXY,309660989333202944,161.59879,-0.55014451,0.07696021,90.73189,-5.384784,6.37807,-2.346968,6.777293,3.621345,-2.966266,0.2030068,-0.236201
GALAXY,309669510548318208,161.88559,-0.25990998,0.3064886,67.74648,0.8368671,3.151392,0.6833327,0.6618783,4149.693,5.521967,-2.612192,-0.1462816
GALAXY,309681055420409856,161.33156,-0.56981995,0.1605944,82.33279,1.725052,10.07823,2.183696,15.58284,7.161774,-1.398485,0.06896821,-1.657266
GALAXY,309683529321572352,161.27846,-0.46310356,0.1602088,130.4796,84.73241,212.5206,113.5195,535.8436,78.41338,58.03884,18.48434,-36.62577
GALAXY,309716239792498688,160.47106,0.84549712,0.1161281,81.82774,0.202762,2.001274,3.431568,2.458276,-4.250899,-1.245243,-0.9311967,-0.3896455
GALAXY,309718163937847296,160.26069,0.82877629,0.06515635,117.9971,27.81176,86.81948,27.88628,116.3757,37.00025,25.55197,11.80919,-5.291231
GALAXY,309718438815754240,160.25697,0.63171794,0.02219553,43.81376,58.10719,144.4281,105.603,479.9725,114.0333,64.22462,11.90525,-39.42799
GALAXY,309722012228544512,160.912,1.1473233,0.1188383,500,-2.839397,12.26276,3.35962,-86.14134,4.232126,-9.553096,3.018529,0.3443313
GALAXY,309726685152962560,160.97235,1.0079841,0.1164734,387.723,5.388151,8.628958,22.04716,25.64913,-1.796976,-9.067464,-5.880272,-0.668653
GALAXY,309728334420404224,160.8076,0.72925402,0.06427073,40.2947,2.3243,0.229676,4.666971,7.240003,3.503438,1.405201,1.782596,-0.6896644
GALAXY,309759945379702784,161.51809,0.79942568,0.1362896,63.22505,5.107924,15.25476,12.74757,48.42854,7.798933,4.786925,1.981297,-8.428796
GALAXY,309760220257609728,161.69034,0.33229323,0.0946015,135.4572,9.950065,66.53474,13.78777,83.24587,20.87228,19.37594,7.507297,-7.458157
GALAXY,309792106094815232,162.30871,0.99588856,0.1064805,329.2883,12.52663,15.72848,20.94649,41.51363,-0.2906508,-2.72958,2.511461,-0.7516055
GALAXY,310806130676754432,163.07263,-1.1911672,0.1265616,188.1365,14.02893,94.82988,11.24004,102.2329,24.36838,17.31879,6.001527,-5.942041
GALAXY,310815201647683584,162.86725,-1.1637312,0.1125644,1,-0.3988898,1.347548,4.598178,0.8399618,-0.4338019,1.477706,0.1807696,-0.445379
GALAXY,310850386019772416,162.62766,0.99035156,0.03789517,42.46716,14.72113,21.14289,24.69005,85.86812,24.57308,18.99835,3.060329,-17.10798
GALAXY,310853684554655744,162.43678,0.3389159,0.03888225,68.87833,2.758212,29.8655,17.9192,74.64274,10.88231,5.389291,1.104366,-5.451781
GALAXY,310856158455818240,162.32081,0.32934592,0.04061377,109.9361,47.55841,277.8812,123.87,552.7095,82.02676,62.72124,21.29278,-8.902526
GALAXY,310903162577905664,163.90884,0.91983518,0.08943505,140.9043,55.45836,78.02837,10.58262,74.64632,23.89489,23.17551,8.680521,-4.203185
GALAXY,311899320095893504,165.66587,-0.98651169,0.07376079,87.53307,11.5545,53.73501,12.88604,89.56699,14.12694,14.19652,3.69246,-9.298018
GALAXY,311934229590075392,165.26196,-0.78966115,0.04448785,44.08505,316.855,50.12497,138.664,446.9858,73.71632,49.18115,14.14046,-69.4119
GALAXY,311943575438911488,164.71332,-0.80677977,0.07490914,57.65974,38.89447,333.6797,175.9019,901.2021,91.12679,66.21961,15.55147,-21.08172
GALAXY,311948523241236480,164.89219,-0.66035497,0.1553468,204.0718,5.767528,12.94063,1.775814,15.17576,-1.841274,2.738822,0.8538696,-1.649438
GALAXY,311967214938908672,164.5391,0.76515983,0.07700895,69.68834,0.3511464,2.56034,1.342306,5.186983,-0.8191781,-2.173109,-2.00396,-0.2489054
GALAXY,311967764694722560,164.23076,0.76673657,0.09282136,189.0802,16.18736,43.97258,4.447959,26.4507,21.0998,18.22737,-5.291904,-0.7984272
GALAXY,311972162741233664,163.83399,0.51380086,0.1251424,96.86555,1.222758,27.83315,9.472271,53.45421,8.274983,6.607819,0.05127466,-5.117778
GALAXY,311986181514487808,165.06152,0.79745768,0.1197528,352.3509,10.18285,21.03669,14.59294,19.88774,11.74984,5.074601,0.8754812,-1.199488
GALAXY,312005697845880832,165.58373,0.62615516,0.1187076,90.52741,4.451173,14.59594,8.036304,17.0256,5.248226,3.451521,1.581605,-1.721449
GALAXY,312024664421459968,166.11055,0.47549299,0.1651955,162.8237,3.12074,12.86462,2.056931,11.4193,-3.002369,2.631953,-0.01946707,-0.6221309
GALAXY,312041706851690496,166.43157,0.84393313,0.122871,30.36904,-2.485437,8.754086,5.207364,19.88975,1.884093,-0.1451967,1.749127,-0.7599676
GALAXY,313012300606892032,167.81801,-0.86905072,0.0620543,75.44765,2.130054,17.80549,6.735953,34.1622,5.262106,2.900952,3.115064,-3.811676
GALAXY,313028518403401728,167.95627,-0.40539211,0.1012705,122.3001,9.373284,66.1927,30.71922,178.6058,22.40446,14.3262,3.002616,-13.34646
GALAXY,313031542060378112,168.0997,-0.32001098,0.04035291,49.10275,6.969439,30.23045,15.77149,68.19681,18.09593,9.669911,-0.9697542,-6.272241
GALAXY,313048034734794752,167.54192,-0.043893096,0.09313559,1,3.151598,0,9.845868,0,0,0,0,0.8084028
GALAXY,313049409124329472,167.52351,0.018116709,0.09230521,115.0103,10.23617,11.57602,1.913466,8.957918,6.80935,2.435546,3.666385,-0.8043207
GALAXY,313059854484793344,166.79029,-0.73784657,0.1368049,186.0337,10.07093,3.511158,3.36193,10.73976,0,0,2.807129,-0.8925245
GALAXY,313077996426651648,166.33463,-1.1482237,0.2688212,301.1378,7.03633,14.54737,-1.800105,15.75976,12.83389,2.891133,-6.882164,-2.602242
GALAXY,313090640810371072,166.5696,0.86506472,0.3391226,84.75186,3.402271,3.827307,5.349632,-1.497907,-2.852341,-5.250713,3.402765,-3.558836
GALAXY,313097787635951616,166.75196,0.17285676,0.03777069,102.2302,18.77708,11.96675,10.26484,31.48181,11.88476,5.400608,-1.143885,-16.28992
GALAXY,313103560071997440,166.81745,1.0924346,0.06776201,52.74555,18.5412,152.8687,82.56894,349.4913,61.1343,44.67788,9.80355,-20.0708
GALAXY,313104659583625216,166.72702,0.99474889,0.2480372,1,1.807236,2.00007,-0.4639632,3.27339,-4.956205,21.91735,7.401692,-0.8240003
GALAXY,313106308851066880,166.94361,0.50756626,0.2026799,1,3.574023,0.2604392,3.796558,14.41014,0.04657769,2.62248,1.030965,-0.6943299
GALAXY,313118953234786304,167.00087,0.46925763,0.06146253,45.67569,7.480505,43.41982,35.28742,138.9467,25.61291,17.75344,2.228266,-26.12905
GALAXY,313140943467341824,167.75357,0.17256464,0.1061649,500,2.601248,1.295105,2.77246,-0.8942711,-12.52904,2.096266,4.24001,-0.09095772
GALAXY,313154137606875136,167.95317,0.1114648,0.09955864,87.22076,11.65422,127.1216,77.66627,341.8468,43.70614,27.00583,3.965791,-17.33677
GALAXY,314130230463719424,169.96038,-0.81265042,0.1314409,170.8389,5.337487,27.0115,6.293438,4.817574,-3.228899,12.86243,-0.3564876,-0.507328
GALAXY,314136827533486080,170.29814,-0.29383142,0.0983068,281.7964,83.56281,326.3761,24.2929,201.738,139.8155,104.6489,54.70113,-8.219378
GALAXY,314141225579997184,169.64165,-1.1357429,0.0727524,43.52418,10.53734,57.51713,46.7333,187.1609,34.18225,22.68084,3.683362,-21.62293
GALAXY,314153320207902720,169.21209,-0.80834361,0.1448783,83.09059,9.278957,53.27062,28.33372,134.7612,25.82954,18.46564,7.303181,-16.05879
GALAXY,314166239469529088,169.26632,-0.3836798,0.2312322,230.5567,11.51099,17.77021,0.7759402,4.882579,2.337698,7.859082,0.883653,-0.5097948
GALAXY,314176409952086016,168.77259,-0.52281007,0.08849179,231.2482,18.17873,26.15707,9.866029,27.72438,15.10048,15.35722,0.621775,-1.631425
GALAXY,314181357754411008,168.64726,-0.86755325,0.06922865,83.80768,130.418,106.0443,142.5424,472.6661,89.83551,66.37239,15.22913,-45.39467
GALAXY,314195651405572096,168.55709,-1.0333429,0.2314903,167.9452,61.79079,118.7929,24.65779,130.7507,23.32303,2.574207,7.553697,-11.92819
GALAXY,314197300673013760,168.36649,-0.90264638,0.04097719,1,12.79571,0.8024005,2.250782,9.889236,2.483992,1.062906,2.427953,-0.4830053
GALAXY,314215717492779008,167.59254,0.71039812,0.08468816,33.14949,5.792456,1.618059,1.406933,6.96818,-4.056023,1.153848,-1.94162,-0.6352388
GALAXY,314270693074167808,169.36293,1.1365029,0.1140319,113.7106,12.01798,12.08861,0.3211382,11.4373,0.5037214,-0.986684,0.2866805,-1.487777
GALAXY,314292683306723328,169.81989,0.99604841,0.1032842,79.06927,6.321007,15.04284,13.16865,49.64655,10.64869,3.178256,4.9946,-2.736317
GALAXY,314294332574164992,170.1645,0.62024943,0.1107003,82.04998,26.70635,116.4745,81.43585,287.7261,44.72552,35.41174,8.51383,-27.64643
GALAXY,315261346809669632,171.82327,0.19010767,0.04902701,43.2048,26.58992,12.02331,20.31245,68.66431,17.01583,11.74695,2.987045,-14.20829
GALAXY,315283062164318208,171.22996,0.083552596,0.16838,187.0015,3.791167,3.438181,4.121746,10.59978,0.6215604,-4.00063,3.766233,-0.5918964
GALAXY,315286635577108480,170.36272,-0.41393101,0.06839541,281.174,66.82468,184.7114,48.06545,129.5566,85.91904,52.81026,33.37085,-3.104956
GALAXY,315298730205014016,170.56905,-0.060223906,0.09355371,102.284,48.51587,199.0376,119.6297,539.9228,89.7174,67.13676,18.50101,-33.15429
GALAXY,315303952885245952,170.4439,-0.31556076,0.146874,168.9687,12.42626,24.11764,12.16057,20.81609,8.612899,6.30839,0.1436795,-2.260056
GALAXY,315312748978268160,170.12028,-0.34266205,0.09967282,84.7705,10.44934,34.60499,22.50853,84.80283,17.64012,10.77043,3.350114,-10.25408
GALAXY,315314673123616768,170.33489,-0.27336679,0.1020354,208.7905,6.170401,4.322144,4.500514,1.094104,3.777942,-5.329126,1.88487,-0.3558726
GALAXY,315316597268965376,170.33045,0.22288159,0.1049807,102.8113,13.66152,108.2832,58.68948,289.74,32.78326,24.73422,6.560876,-21.21339
GALAXY,315328142141057024,169.72415,0.023063315,0.05839508,100.3899,40.0359,227.6206,145.6794,661.999,114.5817,79.70378,17.82522,-29.57026
GALAXY,315346558960822272,169.61008,0.49880832,0.1444623,109.0502,6.214367,51.45354,31.41217,164.1678,20.03819,17.95659,1.564708,-15.79768
GALAXY,315361952123611136,170.28625,0.58719868,0.1019128,121.3419,7.201919,2.161766,2.489368,0.6714146,-0.4602775,-3.564317,-2.48449,-0.07466955
GALAXY,315378169920120832,170.71577,1.1988265,0.1032539,139.3073,45.86236,210.7051,94.54424,430.3903,71.94326,59.75404,16.08873,-22.7769
GALAXY,315384766989887488,170.63719,0.68275926,0.1025819,186.715,17.43178,52.6045,6.893085,60.27898,30.94456,18.37187,7.710229,-3.78779
GALAXY,315398236007327744,170.74329,1.0701202,0.07345499,168.0377,-0.5796973,1.46578,5.984438,6.78945,-2.485877,-3.623551,-2.679507,-0.4557456
GALAXY,316404838936111104,172.14491,-0.90272836,0.06160604,1,4.641671,4.086444,3.020952,6.745419,0.8056641,0.9964664,-1.885173,-0.3425442
GALAXY,316462563296569344,170.71163,-0.76437134,0.1127377,69.08138,22.68624,82.50805,53.89269,224.4491,47.73322,29.38799,4.14302,-44.75266
GALAXY,316471084511684608,170.53322,0.58654074,0.09914561,82.33583,8.624694,36.76713,22.56618,104.9725,17.73774,13.82542,4.192838,-16.73909
GALAXY,316471359389591552,170.89151,1.1265492,0.07214941,60.14124,3.297791,6.437579,6.524971,23.01404,3.371554,1.815353,0.1577333,-3.809015
GALAXY,316473833290754048,170.61045,0.42474075,0.02337928,49.66113,10.65508,16.67719,19.12029,61.06938,22.17865,13.35698,4.494093,-9.280019
GALAXY,316501046203541504,171.94786,1.1024086,0.1012395,75.68324,6.28903,33.32128,22.7508,97.47633,15.47582,14.72267,3.18574,-13.37021
GALAXY,316526884726794240,172.73162,0.52248374,0.1181113,59.67479,0.05831688,2.294418,0.616155,9.723357,-0.3790007,-2.53221,-0.321655,-0.5233207
GALAXY,316533481796560896,172.42871,1.2485008,0.3482977,128.914,-0.2975724,-3.850575,-1.261265,8.660847,-3.650382,4.563175,1.878086,-1.004984
GALAXY,299493800613537792,146.85983,-0.80890165,0.1265899,194.3734,11.25784,19.36126,4.320487,11.44371,10.42876,6.200619,0.5923256,-1.192623
GALAXY,299509743532140544,146.90232,-0.31366176,0.1314198,136.3527,6.839128,13.68547,9.502232,23.80653,10.69182,0.4443957,6.622087,-3.009991
GALAXY,299528984985626624,146.35579,-0.14338836,0.03073909,86.58096,30.22203,17.81013,11.0407,28.3912,10.12701,-1.157692,9.031471,-0.5792988
GALAXY,299538880590276608,145.99396,-0.13584762,0.0630479,135.4529,18.65338,44.0032,15.02143,59.09758,25.43504,18.6173,6.086231,-2.638585
GALAXY,299540254979811328,145.89112,-0.46704537,0.2031962,45.51215,5.917033,29.63193,19.72272,69.34895,11.03379,6.995425,2.605041,-11.01996
GALAXY,299549051072833536,145.70894,-0.74767797,0.07156569,173.6833,8.338769,4.806256,4.446222,2.831536,2.675015,0.711512,10.15141,-0.179504
GALAXY,299561145700739072,145.41306,0.10646309,0.1213054,112.397,11.40468,49.96394,15.05008,76.72754,23.09291,15.77321,4.733376,-9.625736
GALAXY,299568842282133504,145.35144,-1.2385576,0.09067135,53.99349,12.1156,28.62536,17.68659,90.53979,21.83678,26.1026,0.2280034,-14.36108
GALAXY,299596879828641792,145.49927,0.12144706,0.1230344,1,-1.227975,1.698681,4.15431,24.04841,1.477741,1.038326,3.468482,-1.154175
