plate,mjd,fiberid,redshift,subclass,w1,w2,w3,w1flux,w2flux,w3flux
397,51794,519,0.06771279,,13.393,13.182,10.961,696.29,336.75,654.03
397,51794,558,0.04310509,AGN,12.646,12.663,10.638,1385.8,543,880.86
398,51789,307,0.07708576,STARBURST,13.324,12.979,8.613,741.68,406.02,5687.8
398,51789,308,0.07684738,STARFORMING,14.339,14.043,11.399,291.21,152.31,436.89
398,51789,311,0.01716753,BROADLINE,11.47,11.538,9.255,4093.7,1530.2,3147.8
398,51789,437,0.04735327,STARFORMING,14.636,14.402,10.902,221.52,109.48,690.7
398,51789,465,0.04644028,STARFORMING,14.856,14.725,11.159,180.97,81.294,545.24
403,51871,39,0.07830268,STARFORMING,13.589,13.366,9.543,581.3,284.21,2415.1
404,51877,24,0.1462455,STARBURST,15.552,15.141,11.812,95.28,55.387,298.63
404,51812,61,0.1643678,STARFORMING,13.955,13.639,11.13,415.12,221.08,559.78
404,51812,71,0.05877319,STARBURST,14.432,14.156,10.425,267.49,137.28,1071.4
404,51877,101,0.06294237,STARFORMING,14.896,14.867,11.48,174.39,71.303,405.48
404,51812,106,0.1162743,,14.042,13.836,10.862,382.93,184.29,716.26
404,51812,151,0.06284734,STARFORMING,13.136,13.025,9.668,882.36,389.19,2151.1
404,51812,152,0.04297662,STARBURST,14.653,14.477,11.077,218.11,102.17,587.55
404,51812,161,0.06388276,STARFORMING,12.724,12.692,10.311,1289.5,528.8,1189.9
404,51812,173,0.04264701,STARFORMING,15.209,15.114,11.893,130.7,56.811,277.29
404,51877,176,0.1556429,,15.186,14.844,11.152,133.5,72.842,548.29
404,51812,178,0.06204909,STARFORMING,14.942,14.752,11.7,167.19,79.258,331.21
404,51877,178,0.06012475,STARFORMING,13.354,13.231,10.136,722.07,321.86,1397.8
404,51812,180,0.04250246,STARFORMING,11.697,11.633,8.419,3321.3,1401.7,6798.2
404,51812,183,0.113258,,14.596,14.352,11.763,229.91,114.62,312.41
404,51877,183,0.07933492,STARBURST,14.415,14.143,10.115,271.69,138.95,1425.1
404,51812,188,0.04319104,STARFORMING,13.283,13.196,9.999,770.76,332.44,1586.9
404,51812,191,0.1290738,,13.059,12.772,9.736,946.92,491.03,2020.4
404,51877,191,0.07853391,,13.328,13.227,10.348,739.53,322.94,1150.3
404,51877,193,0.1118271,,13.493,13.175,9.455,634.8,338.84,2618
404,51812,194,0.2117322,,14.224,13.901,11.615,324.01,173.63,358.23
404,51812,197,0.04210819,,13.63,13.496,10.743,559.98,252.14,799.48
404,51812,198,0.1017688,,14.456,14.308,11.668,261.62,119.3,341.18
404,51812,228,0.1193657,,14.551,14.367,10.927,239.7,113.06,674.6
407,51820,603,0.08841073,,14.091,13.859,11.122,366.27,180.47,563.99
407,51820,603,0.08841073,,14.139,14.013,11.088,350.12,156.65,582.04
407,51820,607,0.1268414,,13.701,13.466,10.47,524.43,259.17,1027.8
407,51820,610,0.1406939,,14.488,14.193,10.697,253.91,132.68,834.45
407,51820,619,0.1635265,,14.68,14.428,11.686,212.82,106.85,335.31
408,51821,323,0.1263518,STARFORMING,14.237,13.888,10.061,320.08,175.74,1498.9
408,51821,326,0.2347691,STARBURST,14.681,13.997,10.038,212.57,158.91,1530.6
408,51821,328,0.06782549,STARFORMING,13.817,13.722,11.183,471.18,204.81,533.11
408,51821,330,0.06919165,,13.369,13.187,10.751,711.83,335.08,793.32
408,51821,337,0.09388893,,13.268,13.158,10.948,781.15,344.29,662.04
408,51821,338,0.06714556,STARBURST,12.777,12.528,8.266,1228.4,614.7,7827.9
408,51821,365,0.05251438,,12.435,12.502,9.841,1683.2,629.83,1834.9
408,51821,368,0.05257772,STARFORMING,13.048,12.84,8.75,957.17,461.49,5012.2
408,51821,370,0.1384848,STARBURST,15.802,15.341,11.688,75.699,46.07,334.95
408,51821,375,0.06648395,,14.226,14.089,11.828,323.15,146.05,294.37
408,51821,379,0.2608054,STARBURST,15.43,14.763,10.863,106.66,78.514,715.54
408,51821,380,0.07237449,STARBURST,14.499,14.206,10.582,251.47,131.06,926.87
408,51821,401,0.1866332,,14.022,13.536,10.217,389.98,243.08,1297.4
409,51871,582,0.05222412,STARFORMING,14.952,14.725,11.319,165.59,81.256,470.47
409,51871,607,0.07414129,STARBURST,13.783,13.406,9.253,486.1,273.9,3153.3
409,51871,610,0.2492252,,15.308,14.823,11.69,119.31,74.281,334.04
409,51871,621,0.1501288,,13.703,13.419,10.436,523.34,270.53,1060.7
409,51871,623,0.06648774,,14.727,14.639,11.557,203.75,88.017,377.74
409,51871,631,0.02767744,STARFORMING,14.102,13.946,10.512,362.4,166.53,989.17
409,51871,635,0.07252513,STARFORMING,13.542,13.348,9.711,607.15,288.97,2068
409,51871,638,0.231795,STARFORMING,15.237,14.706,10.77,127.46,82.74,779.68
409,51871,640,0.07182325,,12.259,12.254,11.901,1978.8,791.33,275.07
410,51816,167,0.1545229,,15.089,14.793,10.843,146.03,76.363,729.3
410,51877,167,0.04096524,STARFORMING,14.168,14.019,10.541,341.11,155.77,963.02
410,51877,169,0.1799361,STARBURST,15.593,14.93,10.905,91.797,67.321,688.96
410,51816,173,0.02919001,STARFORMING,12.808,12.743,9.166,1193.4,504.45,3415.1
410,51877,182,0.1849201,,14.56,14.16,11.784,237.66,136.81,306.51
410,51877,193,0.04109474,STARFORMING,12.991,12.842,9.252,1007.9,460.36,3157.4
410,51816,195,0.07212021,STARFORMING,13.866,13.62,9.944,450.29,224.82,1669
410,51816,199,0.1361943,,14.428,14.102,11.179,268.36,144.25,534.99
410,51816,222,0.2324376,STARFORMING,14.747,14.077,10.421,200.03,147.6,1075.1
410,51877,234,0.07814354,STARBURST,14.012,13.729,9.604,393.82,203.39,2282.9
410,51877,238,0.04358805,,13.26,13.006,9.538,787.1,395.88,2426.2
410,51877,270,0.1257787,,14.703,14.323,11.009,208.34,117.74,625.52
410,51816,432,0.02908842,STARFORMING,14.693,14.471,11.091,210.19,102.72,580.34
424,51893,38,0.05683763,,12.487,12.43,11.093,1604.6,673.27,579.4
425,51898,226,0.05742162,STARBURST,14.307,14.089,10.196,300,146.05,1323.1
425,51898,228,0.07223678,STARFORMING,14.686,14.519,11.19,211.61,98.222,529.84
425,51898,431,0.1249755,,14.128,13.974,11.683,353.79,162.32,336.45
425,51898,462,0.02388938,STARFORMING,13.247,13.221,9.933,796.88,324.9,1685.9
425,51898,477,0.02162328,STARFORMING,12.347,12.316,9.036,1824.3,747.73,3850.3
425,51898,499,0.05485295,BROADLINE,12.286,12.27,9.826,1929.4,779.56,1860.1
432,51884,322,0.09575982,STARBURST,14.66,14.364,10.812,216.73,113.37,750.51
432,51884,346,0.09779526,STARFORMING,13.856,13.65,10.074,454.39,218.87,1480.9
432,51884,348,0.06126162,STARFORMING,13.26,13.114,10.162,787.32,358.43,1365.4
432,51884,375,0.08640555,STARFORMING,14.664,14.581,11.144,215.93,92.832,552.38
432,51884,384,0.06114881,STARFORMING,13.776,13.311,10.057,489.3,299.07,1503.7
432,51884,398,0.1361271,AGN,12.547,11.518,8.627,1517.5,1559.4,5615.3
432,51884,429,0.08519039,STARFORMING,14.628,14.484,11.434,223.21,101.5,423.01
432,51884,467,0.08538716,,13.69,13.583,11.353,529.45,232.71,455.98
432,51884,468,0.08507973,STARFORMING,12.72,12.624,10.06,1294.2,563.04,1499.4
434,51885,240,0.1167551,STARFORMING,14.159,13.87,10.075,343.83,178.65,1479.5
434,51885,392,0.2082205,STARFORMING,14.525,14.176,11.038,245.57,134.79,609.35
434,51885,397,0.05053097,STARFORMING,14.105,13.923,10.445,361.26,170.15,1052.2
434,51885,426,0.02877931,STARFORMING,13.537,13.406,9.735,609.94,273.85,2023.6
434,51885,437,0.1806747,AGN,14.166,13.144,9.798,341.6,348.5,1908.2
434,51885,473,0.1314556,STARFORMING,14.764,14.566,11.177,196.99,94.136,536.14
434,51885,474,0.09344916,STARBURST,14.622,14.317,10.746,224.56,118.31,796.96
434,51885,475,0.2025156,,14.004,13.604,11.213,396.7,228.28,518.7
434,51885,491,0.1306247,STARFORMING,14.14,13.841,10.065,350.06,183.51,1492.2
434,51885,512,0.09332159,STARFORMING,14.334,14.059,10.646,292.67,150.09,874.22
434,51885,514,0.03178947,STARFORMING,13.253,13.125,9.503,792.05,354.72,2504.4
434,51885,516,0.1485161,STARFORMING,14.564,14.243,10.421,236.9,126.66,1075.1
434,51885,519,0.09983316,STARBURST,13.804,13.471,9.654,476.83,257.92,2179.7
434,51885,520,0.1002389,STARFORMING,13.353,13.157,10.058,722.46,344.45,1502.8
440,51885,353,0.1860496,STARFORMING,14.323,13.865,10.519,295.6,179.55,982.83
440,51912,368,0.1660069,,13.646,13.359,10.711,551.53,285.92,823.68
440,51885,381,0.1215825,,14.609,14.472,11.306,227.09,102.62,475.89
440,51885,386,0.1358429,,13.954,13.692,10.703,415.4,210.39,829.19
440,51912,418,0.07153097,STARFORMING,14.509,14.288,11.588,249.15,121.52,367.23
440,51885,425,0.05210751,STARFORMING,13.496,13.271,9.804,633.24,310.06,1899.2
440,51885,436,0.07666393,STARFORMING,14.049,13.817,9.865,380.69,187.61,1794.9
440,51885,440,0.1166007,,13.491,13.281,11.028,636.24,307.35,615.13
440,51912,449,0.131151,AGN,13.52,13.149,9.664,619.21,347.15,2158.8
440,51912,456,0.07038888,STARFORMING,14.662,14.383,10.786,216.41,111.38,768.78
440,51885,464,0.07696452,STARFORMING,13.895,13.738,10.268,438.49,201.75,1238.7
440,51912,465,0.1383468,STARFORMING,14.885,14.561,11.055,176.13,94.499,599.87
440,51885,469,0.07720931,STARFORMING,14.615,14.491,11.258,225.95,100.82,497.56
440,51912,473,0.1273886,STARFORMING,13.382,13.244,11.121,703.46,318.05,564.52
440,51912,479,0.1179679,STARFORMING,13.627,13.406,10.203,561.17,273.83,1314.9
440,51885,486,0.1382924,,13.942,13.704,10.977,419.83,208.23,644.45
440,51885,494,0.1269155,STARFORMING,14.695,14.308,10.799,209.97,119.3,759.35
440,51912,500,0.09481488,STARFORMING,14.204,14.029,10.654,329.89,154.28,867.41
440,51885,508,0.1787255,STARFORMING,13.821,13.23,9.833,469.34,322.22,1847.9
440,51885,515,0.09478435,STARFORMING,14.63,14.447,10.906,222.94,105,688.22
440,51885,518,0.0777785,STARFORMING,13.318,12.913,9.217,746.35,431.22,3261.3
455,51909,4,0.1225936,STARFORMING,14.779,14.728,11.206,194.18,81.041,521.74
455,51909,12,0.04528131,STARFORMING,12.674,12.562,9.183,1350.3,595.88,3362.8
455,51909,20,0.05333166,STARFORMING,14.578,14.393,11.372,233.86,110.37,447.89
455,51909,25,0.07814176,STARFORMING,13.849,13.616,9.53,457.34,225.68,2443.3
455,51909,43,0.08287609,STARBURST,13.912,13.608,9.511,431.83,227.35,2486.2
455,51909,46,0.1089468,STARFORMING,14.591,14.315,11.812,230.94,118.54,298.74
455,51909,47,0.04462954,STARBURST,12.781,12.37,8.038,1223.5,711.2,9652.2
455,51909,55,0.04306179,STARFORMING,13.11,12.953,9.256,903.47,415.68,3143.4
456,51910,10,0.1453766,STARFORMING,13.901,13.486,9.767,435.94,254.49,1965.2
456,51910,11,0.1929168,,14.696,14.292,10.702,209.66,121.17,830.29
456,51910,13,0.1329359,STARFORMING,14.948,14.672,10.67,166.29,85.316,854.81
456,51910,16,0.1153624,,13.692,13.402,9.912,528.84,274.99,1719.2
456,51910,300,0.1097375,STARBURST,14.587,14.218,9.989,231.84,129.61,1600.8
457,51901,123,0.0855634,,14.482,14.246,10.562,255.47,126.36,944.8
457,51901,128,0.08518972,STARFORMING,14.065,13.811,9.829,375.05,188.61,1854.6
457,51901,140,0.08542156,STARBURST,14.06,13.815,9.646,376.67,187.95,2196.8
457,51901,209,0.194831,,13.728,13.4,10.341,511.43,275.38,1157.6
457,51901,248,0.195081,,14.353,14.046,11.151,287.51,151.89,548.91
457,51901,281,0.1038264,,14.381,14.192,10.91,280.32,132.81,685.26
457,51901,287,0.1322637,,14.509,14.211,10.581,249.04,130.47,928.43
459,51924,441,0.05600988,STARFORMING,14.665,14.636,11.154,215.75,88.216,547.54
459,51924,457,0.2531385,STARBURST,15.837,15.093,11.272,73.316,57.916,490.92
459,51924,523,0.02965724,STARFORMING,12.627,12.597,9.183,1410.4,576.82,3363.1
459,51924,529,0.03125437,STARFORMING,14.495,14.279,10.757,252.29,122.54,789.27
459,51924,565,0.1252435,,13.521,13.142,9.619,619.02,349.18,2251.6
660,52177,49,0.1528823,,14.619,14.429,11.62,225.11,106.73,356.58
660,52177,81,0.09717271,,14.517,14.329,11.228,247.23,117.1,511.22
660,52177,84,0.09722191,AGN,13.982,13.685,10.306,404.8,211.86,1195.3
660,52177,87,0.09725171,STARFORMING,14.668,14.691,11.244,215.18,83.892,503.91
660,52177,207,0.1243194,,13.503,13.213,11.121,629.4,327.17,564.41
660,52177,209,0.129651,,14.362,14.207,11.703,285.31,131.01,330.17
661,52163,205,0.1401578,STARFORMING,14.15,13.851,10.077,346.81,181.83,1476.3
661,52163,241,0.1406157,STARFORMING,14.044,13.782,10.745,382.29,193.8,797.75
661,52163,245,0.08540191,STARFORMING,15.323,15.204,11.269,117.67,52.265,492.6
661,52163,256,0,,13.783,13.365,9.112,486.26,284.43,3592.5
661,52163,257,0.1969297,AGN,13.251,12.062,9.04,793.27,944.89,3838.6
661,52163,259,0.1603162,STARBURST,14.333,13.903,9.718,292.94,173.3,2054.5
661,52163,260,0.106521,STARFORMING,14.488,14.22,10.561,253.88,129.39,945.72
661,52163,290,0.1539155,,14.971,14.607,11.093,162.85,90.603,579.05
670,52520,40,0.2958131,STARFORMING,15.029,14.383,10.805,154.3,111.36,755.12
694,52209,33,0.08832458,STARFORMING,14.822,14.742,10.967,186.76,80.015,650.45
695,52202,228,0.04209553,STARFORMING,14.808,14.692,11.533,189.21,83.801,386.07
695,52202,262,0.0439464,STARFORMING,14.757,14.352,11.299,198.3,114.59,479
695,52202,278,0.08854198,STARFORMING,14.054,13.744,10.834,378.71,200.57,735.05
695,52202,400,0.06809326,STARFORMING,13.785,13.566,10.505,485.41,236.29,995.21
701,52179,25,0.1558872,,14.826,14.395,11.177,186.05,110.2,536.16
701,52179,30,0.1119064,,15.566,15.298,11.58,94.139,47.967,369.72
702,52178,189,0.05624704,STARFORMING,14.961,14.837,11.318,164.32,73.298,470.97
702,52178,234,0.04340134,,12.426,12.419,9.131,1696.4,679.84,3528
702,52178,276,0.1137385,,15.247,14.959,11.227,126.25,65.546,511.79
702,52178,280,0.1764611,,14.492,13.989,10.367,253.1,160.11,1130.2
702,52178,315,0.07945032,STARBURST,15.53,15.017,11.272,97.284,62.101,491.02
706,52199,361,0.08255047,STARFORMING,14.447,14.072,10.676,263.76,148.34,850.23
706,52199,364,0.2926513,STARBURST,16.573,15.971,11.94,37.223,25.802,265.44
706,52199,380,0.06825304,STARFORMING,13.412,13.168,9.565,684.08,340.99,2365.6
706,52199,411,0.3174377,STARBURST,15.279,14.716,11.013,122.56,81.948,623.6
706,52199,413,0.2343104,STARBURST,16.529,15.521,11.887,38.746,39.044,278.77
706,52199,414,0.185218,,14.979,14.511,11.288,161.6,99.003,483.76
706,52199,420,0.2309132,STARFORMING,14.421,13.909,10.579,270.26,172.39,929.44
708,52175,141,0.03823199,AGN,12.572,12.337,9.342,1483,732.85,2904.3
708,52175,158,0.1676761,,14.628,14.311,11.283,223.29,118.99,486.32
708,52175,164,0.1511897,,14.757,14.41,11.722,198.3,108.65,324.49
754,52232,107,0.2403515,,14.404,14.124,11.064,274.4,141.42,594.92
754,52232,109,0.03887889,STARFORMING,12.686,12.498,8.447,1335.4,631.96,6622.9
754,52232,188,0.07937451,STARFORMING,14.21,14.106,11.002,328.14,143.7,629.59
754,52232,191,0.1129401,STARFORMING,13.965,13.691,10.747,411.1,210.73,796.17
754,52232,229,0.07173578,STARFORMING,14.096,13.919,10.447,364.29,170.77,1049.9
754,52232,268,0.07195418,STARFORMING,14.485,14.28,10.936,254.65,122.46,669.22
754,52232,269,0.09117552,,13.909,13.754,11.447,432.75,198.78,417.83
754,52232,274,0.1174001,STARFORMING,15.066,14.778,10.968,149.13,77.38,650.1
754,52232,276,0.1948878,,14.743,14.248,10.119,200.84,126.08,1419.9
754,52232,309,0.08979602,STARFORMING,14.369,14.199,10.432,283.51,131.89,1065
754,52232,313,0.1487799,,14.114,13.916,11.447,358.54,171.19,418.05
807,52295,628,0.3192499,STARBURST,15.663,15.059,11.427,86.074,59.737,425.65
825,52289,334,0.05309996,STARBURST,14.304,14.108,10.246,300.87,143.53,1263.2
825,52289,339,0.1074491,STARBURST,13.753,13.365,9.288,499.81,284.48,3053.7
825,52289,340,0.06243185,STARFORMING,13.458,13.216,9.751,655.96,326.22,1992.6
825,52289,367,0.08278752,STARFORMING,14.73,14.512,10.665,203.33,98.934,858.84
825,52289,371,0.1937616,STARFORMING,14.466,14.07,10.921,259.24,148.61,678.74
825,52289,376,0.1196334,STARFORMING,14.025,13.696,9.926,389.11,209.66,1697.4
825,52289,379,0.194207,,14.294,13.905,11.074,303.75,172.97,589.25
825,52289,388,0.1083424,STARFORMING,14.375,14.167,10.8,281.86,135.92,758.41
825,52289,411,0.09286857,STARFORMING,14.274,14.065,10.395,309.44,149.23,1101.6
857,52314,201,0.088522,STARFORMING,13.069,12.759,8.896,938.36,497.08,4383.2
891,52584,32,0.06709418,STARFORMING,13.591,13.272,9.696,580.18,309.78,2096.4
891,52584,585,0.1391458,,14.051,13.777,10.492,379.83,194.61,1007
891,52584,587,0.06252953,STARFORMING,14.923,14.899,11.021,170.18,69.256,619.11
891,52584,630,0.2633456,,13.925,13.583,11.477,426.55,232.66,406.66
891,52584,632,0.02177659,STARFORMING,12.87,12.806,9.71,1126.9,475.87,2071
891,52584,634,0.1381408,,14.467,14.125,11.084,259.02,141.24,584.09
891,52584,638,0.06215503,STARFORMING,14.509,14.361,10.976,249.08,113.69,644.8
892,52378,128,0.08413284,STARFORMING,14.348,14.045,10.076,288.94,152.02,1477.2
892,52378,137,0.05509327,,12.513,12.466,10.03,1565.7,651.24,1541.6
892,52378,204,0.1400502,,13.238,13.071,10.753,803.15,372.86,792.19
892,52378,207,0.07862383,STARFORMING,13.782,13.587,9.893,486.57,231.93,1748.4
1068,52614,239,0.08548071,STARFORMING,16.07,15.848,11.93,59.14,28.903,267.98
1068,52614,321,0.2336252,STARBURST,16.049,15.361,11.297,60.308,45.256,479.77
1068,52614,328,0.1017432,STARFORMING,15.228,15.2,11.81,128.48,52.471,299.23
1068,52614,395,0.15447,STARBURST,15.607,15.147,11.188,90.597,55.098,530.83
1068,52614,422,0.1502847,STARBURST,16.078,15.768,11.904,58.735,31.104,274.43
1068,52614,432,0.02892063,STARBURST,14.88,14.701,10.953,176.97,83.114,659.15
1069,52590,601,0.07231668,STARFORMING,15.699,15.251,11.718,83.247,50.08,325.72
1070,52591,330,0.06754033,STARFORMING,15.687,15.781,11.508,84.194,30.72,395.02
1070,52591,337,0.182734,STARFORMING,16.101,15.696,11.748,57.513,33.22,316.89
1070,52591,363,0.2340266,STARBURST,14.85,14.13,10.142,181.93,140.59,1390.8
1070,52591,374,0.2532269,STARFORMING,16.584,15.746,11.898,36.84,31.738,275.99
1070,52591,375,0.2621838,STARFORMING,16.006,15.528,11.529,62.77,38.799,387.45
1070,52591,376,0.06706903,STARFORMING,14.397,14.182,11.071,276.28,134.05,591
1070,52591,377,0.06694693,STARBURST,14.806,14.531,10.768,189.42,97.178,781.27
1070,52591,378,0.06725392,STARBURST,15.458,15.309,11.594,103.92,47.483,365.25
1074,52937,144,0.2550741,STARBURST,16.189,15.511,11.794,53.01,39.41,303.69
1074,52937,147,0.1182245,,15.009,14.942,11.009,157.14,66.536,625.75
1074,52937,175,0.2126315,,14.921,14.522,11.006,170.51,97.997,627.23
1074,52937,183,0.06434883,STARBURST,15.156,15.012,11.431,137.29,62.418,424.19
1074,52937,232,0.1286434,STARFORMING,15.624,15.4,11.552,89.247,43.644,379.41
1074,52937,240,0.15556,STARFORMING,14.87,14.614,11.705,178.71,90.021,329.51
1075,52933,24,0.08243482,STARFORMING,15.198,14.973,11.121,132.06,64.67,564.48
1075,52933,29,0.1620553,,14.35,13.956,10.496,288.39,165.08,1004
1075,52933,33,0.1188448,STARBURST,14.065,13.675,9.717,375.12,213.85,2057.5
1080,52614,311,0.08935243,STARFORMING,15.187,15.001,11.525,133.47,63.067,389.06
1081,52531,113,0.08078652,STARBURST,15.132,15.027,11.247,140.38,61.519,502.4
1081,52531,154,0.196424,STARBURST,14.728,14.181,10.36,203.59,134.19,1138
1203,52669,97,0.0851686,STARFORMING,13.306,13.205,10.835,754.55,329.56,734.82
1203,52669,121,0.1212081,STARFORMING,14.194,13.961,10.537,333.06,164.29,966.37
1203,52669,202,0.09776087,STARFORMING,14.165,14.085,10.471,342.06,146.62,1027.1
1203,52669,208,0.1379528,STARFORMING,14.084,13.752,10.197,368.43,199.11,1321.9
1203,52669,256,0.07625282,STARFORMING,14.478,14.258,10.884,256.21,125.01,701.92
1203,52669,281,0.1359148,,14.286,14.115,10.832,306,142.6,736.26
1203,52669,288,0.2328738,STARBURST,16.287,15.379,10.692,48.456,44.504,838.19
1263,52708,212,0.08383099,STARFORMING,13.707,13.421,9.611,521.27,270.18,2267.4
1263,52708,216,0.08372547,STARFORMING,13.882,13.647,10.144,443.94,219.38,1388
1263,52708,220,0.08398545,STARFORMING,14.814,14.418,10.655,188.17,107.8,866.84
1263,52708,322,0.08565959,,14.151,13.862,10.411,346.34,179.98,1085
1263,52708,328,0.149422,STARFORMING,14.675,14.385,11.11,213.72,111.19,570.08
1264,52707,123,0.1021192,STARFORMING,13.748,13.477,10.02,502.19,256.45,1555.5
1264,52707,126,0.1021595,STARFORMING,13.232,13.073,10.445,807.54,372.16,1052.4
1264,52707,129,0.1181212,STARFORMING,14.536,14.31,10.493,243.03,119.08,1006.7
1264,52707,131,0.1884855,,14.368,14.044,11.139,283.62,152.18,555.38
1264,52707,140,0.1710033,,14.011,13.694,11.148,393.93,210.04,550.67
1499,53001,166,0.2693102,STARFORMING,14.925,14.476,11.117,169.84,102.24,566.72
1499,53001,174,0.135845,STARFORMING,15.056,14.716,10.979,150.58,81.962,643.36
1499,53001,425,0.1963526,STARBURST,14.456,13.877,10.405,261.55,177.49,1091.9
1499,53001,485,0.2455981,STARFORMING,15.171,14.491,10.958,135.38,100.83,655.66
1500,53730,347,0.1184421,,15.073,14.866,11.478,148.24,71.41,406.16
1500,53730,399,0.1961126,,14.949,14.464,11.071,166.09,103.4,590.88
1506,53003,51,0.1458158,STARFORMING,14.671,14.264,10.275,214.59,124.24,1230.2
1506,53003,60,0.0917138,STARFORMING,15.023,14.82,11.775,155.22,74.457,308.9
1506,53003,119,0.0927114,STARFORMING,14.523,14.297,11.153,245.95,120.61,547.84
1506,53003,159,0.1749579,STARFORMING,14.605,14.343,11.019,228.1,115.57,620.2
1506,53003,182,0.1624585,,15.243,14.894,11.564,126.76,69.565,375.43
1506,53003,186,0.178503,,15.283,14.896,11.623,122.12,69.444,355.34
1506,53003,188,0.2118587,STARBURST,15.485,15.158,11.215,101.39,54.536,517.79
1506,53003,191,0.1559066,STARBURST,15.95,15.614,11.678,66.044,35.857,337.86
1509,52942,602,0.1408236,STARFORMING,15.366,15.037,11.258,113.13,60.985,497.59
1509,52942,618,0.2343366,STARFORMING,15.585,14.983,11.113,92.445,64.088,568.51
1510,52992,335,0.2079271,,15.056,14.559,11.121,150.54,94.73,564.6
1511,52946,629,0.1364445,,14.805,14.546,11.698,189.69,95.842,331.62
1512,53035,373,0.1708606,,16.037,15.507,11.742,60.971,39.546,318.42
1512,53742,381,0.1702591,STARBURST,15.663,15.175,11.805,86.044,53.691,300.71
1512,53742,395,0.1695577,STARFORMING,15.357,14.928,11.398,114.12,67.438,437.3
1556,53740,102,0.207729,STARFORMING,15.615,14.953,11.698,89.917,65.908,331.81
1556,53740,170,0.2403251,STARFORMING,15.132,14.714,11.487,140.39,82.095,402.73
1556,53740,176,0.1198548,STARFORMING,15.769,15.429,11.812,78.037,42.513,298.57
1556,53740,182,0.1578052,STARFORMING,14.979,14.581,11.274,161.59,92.773,490.23
1556,53740,199,0.1569985,,14.925,14.678,11.67,169.88,84.899,340.42
1556,53740,224,0.1281297,STARFORMING,15.835,15.549,11.592,73.447,38.052,365.71
1556,53740,228,0.2533254,STARFORMING,14.999,14.592,11.338,158.58,91.896,462.17
1556,53740,229,0.2060225,STARFORMING,15.76,15.267,11.77,78.728,49.329,310.5
1556,53740,273,0.1230096,STARBURST,15.531,15.312,11.268,97.209,47.342,492.73
1559,53271,610,0.1407181,STARFORMING,14.67,13.984,10.724,214.72,160.77,813.9
1559,53271,613,0.263824,STARFORMING,15.596,15.22,11.82,91.521,51.505,296.53
1559,53271,620,0.1411319,STARFORMING,15.737,15.124,11.791,80.381,56.288,304.41
1560,53317,326,0.1817423,,15.221,14.795,11.678,129.36,76.21,337.9
1560,53317,328,0.1254772,STARBURST,15.555,15.145,11.907,95.039,55.222,273.78
1560,53317,333,0.2139841,STARFORMING,15.495,14.987,11,100.46,63.827,630.97
1560,53317,337,0.1261643,STARFORMING,15.019,14.616,10.621,155.81,89.893,894.7
1560,53317,376,0.144837,STARFORMING,15.996,15.469,11.627,63.333,40.971,354.13
1561,53032,602,0.1371007,STARFORMING,14.766,14.462,11.369,196.52,103.54,449.01
1561,53032,608,0.1707516,,14.791,14.258,11.531,192.08,124.98,386.83
1561,53032,610,0.1505941,,15.435,14.936,11.291,106.21,66.946,482.62
1561,53032,611,0.2052528,STARFORMING,15.698,15.319,11.766,83.341,47.047,311.66
1561,53032,614,0.2046316,,14.325,13.971,11.291,295.17,162.79,482.71
1561,53032,621,0.3284513,STARFORMING,15.854,15.371,11.795,72.178,44.829,303.37
1561,53032,623,0.07938036,STARFORMING,14.897,14.562,11.533,174.27,94.492,386.23
1562,53052,174,0.2584791,,14.711,14.292,11.256,206.8,121.07,498.51
1562,53052,177,0.1539437,,14.491,14.095,10.625,253.17,145.2,891.46
1562,53052,195,0.1822208,STARBURST,16.191,15.509,11.27,52.92,39.491,492.21
1562,53052,197,0.2349266,STARFORMING,15.357,14.85,11.246,114.07,72.41,503.03
1562,53052,339,0.1701761,,14.928,14.34,10.706,169.4,115.92,827.07
1562,53052,393,0.1536967,,14.987,14.712,11.334,160.34,82.282,463.86
1562,53052,400,0.1540343,,14.645,14.152,10.493,219.75,137.74,1006.1
1562,53052,433,0.1364525,,15.662,15.39,11.76,86.146,44.038,313.33
1582,52939,222,0.05092142,STARFORMING,13.203,13.082,9.645,829.42,369.09,2198.1
1582,52939,229,0.05032249,,13.624,13.595,11.477,563.08,230.23,406.54
1582,52939,245,0.05276824,AGN,12.404,12.389,10.802,1731.1,698.87,757.18
1582,52939,246,0.08926685,STARFORMING,14.375,14.158,10.579,281.78,137.09,929.91
1582,52939,264,0.0650988,,14.257,14.079,10.865,314.23,147.38,714.29
1582,52939,269,0.09838246,,13.584,13.41,10.551,583.77,272.82,954.11
1582,52939,273,0.05153087,STARFORMING,13.405,13.33,10.127,688.78,293.65,1409.5
1582,52939,274,0.1866374,,14.555,14.35,11.093,238.71,114.81,579.26
1582,52939,277,0.04662454,STARFORMING,13.782,13.743,10.655,486.78,200.88,866.75
1582,52939,278,0.0461931,STARFORMING,12.018,11.982,9.04,2470.8,1017.1,3835.7
1582,52939,279,0.05323909,STARFORMING,14.015,13.918,11.038,392.6,170.85,609.48
1582,52939,291,0.05263819,STARFORMING,14.272,14.044,10.323,309.74,152.23,1176.7
1582,52939,312,0.09351673,STARFORMING,14.852,14.692,10.89,181.64,83.81,698.09
1582,52939,315,0.09719957,STARFORMING,15.104,14.917,11.457,144.07,68.131,414.07
